book,chapter,verse,text_Tagalog,text_Hiligaynon
Genesis,36,16,"Kora, Gatam, at Amalek. Ito ang mga pinunong nagmula kay Elifaz sa lupain ng Edom; ito ang mga anak ni Ada.","Kora, Gatam, kag Amalek. Ini sila nga mga pangulo sang lugar sang Edom mga anak ni Elifaz kag mga apo ni Ada."
Genesis,36,17,"Ito ang mga anak ni Reuel na anak ni Esau: ang mga pinunong sina Nahat, Zera, Shammah, at Mizza. Ito ang mga pinunong nagmula kay Reuel sa lupain ng Edom; ito ang mga anak ni Basemat na asawa ni Esau.","Nangin pangulo man sa Edom ang mga anak ni Reuel nga sila ni Nahat, Zera, Shama, kag Miza. Sila ang mga apo ni Esau kay Basemat."
Genesis,36,18,"Ito ang mga anak ni Aholibama na asawa ni Esau: ang mga pinunong sina Jeus, Jalam, at Kora. Ito ang mga pinunong nagmula kay Aholibama na anak ni Ana, na asawa ni Esau.","Nangin pangulo man ang mga anak ni Esau kay Oholibama nga anak ni Ana. Sila amo si Jeush, Jalam, kag Kora."
Genesis,36,19,"Ito ang mga anak ni Esau, (na siyang Edom) at ito ang kanilang mga pinuno. Mga Anak ni Seir",Sila tanan ang mga kaliwat ni Esau nga mga pangulo sang Edom. Ang mga Kaliwat ni Seir
Genesis,36,20,"Ito ang mga anak ni Seir na Horeo, na naninirahan sa lupain: sina Lotan, Sobal, Zibeon, at si Ana,","Amo ini ang mga anak nga lalaki ni Seir nga Horhanon nga nagaestar sa Edom: Si Lotan, Shobal, Zibeon, Ana,"
Genesis,36,21,"sina Dishon, Eser, at Disan. Ito ang mga pinunong nagmula sa mga Horeo, na mga angkan ni Seir sa lupain ng Edom.","Dishon, Ezer, kag Dishan. Nangin pangulo man sila sang mga Horhanon nga nagaestar sa Edom."
Genesis,36,22,Ang mga anak ni Lotan ay sina Hori at Heman; at ang kapatid na babae ni Lotan ay si Timna.,Ang mga anak ni Lotan amo si Hori kag si Hemam. Si Lotan may utod nga babayi nga si Timna nga isa pa ka asawa ni Elifaz .
Genesis,36,23,"Ito ang mga anak ni Sobal: sina Alvan, Manahat, Ebal, Zefo, at si Onam.","Ang mga anak ni Shobal amo sila ni Alvan, Manahat, Ebal, Shefo, kag Onam."
Genesis,36,24,"Ito ang mga anak ni Zibeon: sina Aya at Ana. Ito rin si Ana na nakatagpo ng maiinit na bukal sa ilang, habang kanyang inaalagaan ang mga asno ni Zibeon na kanyang ama.",Ang mga anak ni Zibeon amo si Aya kag si Ana. Si Ana amo ang nakasapo sang tuburan didto sa kamingawan sang nagabantay siya sang mga asno sang iya amay.
Genesis,36,25,"Ito ang mga anak ni Ana: sina Dishon at Aholibama, na anak na babae ni Ana.",Ang mga anak ni Ana amo si Dishon kag si Oholibama.
Genesis,36,26,"Ito ang mga anak ni Dishon: sina Hemdan, Esban, Itran, at Cheran.","Ang mga anak ni Dishon amo sila ni Hemdan, Eshban, Itran, kag Keran."
Genesis,36,27,"Ito ang mga anak ni Eser: sina Bilhan, Zaavan at Acan.","Ang mga anak ni Ezer amo sila ni Bilhan, Zaavan, kag Akan."
Genesis,36,28,Ito ang mga anak ni Disan: sina Uz at Aran.,"Ang mga anak ni Dishan amo si Uz kag si Aran. 29-30 Amo ini sila ang mga pangulo sang mga Horhanon nga may mga ginadumalahan nga mga lugar sa Seir: Si Lotan, Shobal, Zibeon, Ana, Dishon, Ezer, kag Dishan. Ang mga Hari sang Edom 31 Amo ini sila ang mga hari sang Edom sang panahon nga wala pa sang mga hari ang mga Israelinhon: 32 Si Bela nga taga-Dinhaba nga anak ni Beor nangin hari sa Edom. 33 Pagkapatay niya, ginbuslan siya ni Jobab nga anak ni Zera nga taga-Bozra. 34 Pagkapatay ni Jobab, ginbuslan siya ni Husham nga taga-Teman. 35 Pagkapatay ni Husham, ginbuslan siya ni Hadad nga taga-Avit nga anak ni Bedad. Si Hadad ang nakapierdi sa mga Midianhon didto sa Moab. 36 Pagkapatay ni Hadad, ginbuslan siya ni Samla nga taga-Masreka. 37 Pagkapatay ni Samla, ginbuslan siya ni Shaul nga taga-Rehobot nga malapit sa Suba sang Eufrates . 38 Pagkapatay ni Shaul, ginbuslan siya ni Baal Hanan nga anak ni Acbor. 39 Pagkapatay ni Baal Hanan, ginbuslan siya ni Hadar nga taga-Pau. Ang iya asawa si Mehetabel nga anak ni Matred kag apo ni Mezahab. 40-43 Si Esau (nga gintawag man nga Edom) amo ang ginhalinan sang mga Edomnon. Kag amo ini sila ang nangin pangulo sa mga kaliwat ni Esau nga ang ila mga tribo kag lugar ginpangalanan sa ila: Timna, Alva, Jetet, Oholibama, Elah, Pinon, Kenaz, Teman, Mibzar, Magdiel, kag Iram."
Genesis,37,1,"Nanirahan si Jacob sa lupain kung saan tumira ang kanyang ama, sa lupain ng Canaan.","Nagpabilin si Jacob sa pag-estar sa Canaan, ang lugar nga gin-estaran man anay sang iya amay."
Genesis,37,2,"Ito ang salaysay tungkol sa pamilya ni Jacob: Si Jose, na may labimpitong taong gulang, ay nagpapastol ng kawan kasama ng kanyang mga kapatid. Siya ay kasama ng mga anak nina Bilha at Zilpa, na mga asawa ng kanyang ama; at ibinalita ni Jose sa kanilang ama ang kasamaan nila.","Kag amo ini ang estorya parte sa pamilya ni Jacob: Sang nagaedad na si Jose sing 17 ka tuig, nagabantay siya sang mga kasapatan kaupod sang iya mga utod nga mga anak ni Bilha kag ni Zilpa, nga mga asawa sang iya amay. Ginsugid ni Jose sa iya amay ang mga malain nga ginpanghimo sang iya mga utod."
Genesis,37,3,"Minahal ni Israel si Jose nang higit kaysa lahat niyang anak, sapagkat siya ang anak ng kanyang katandaan at siya'y gumawa ng isang mahabang damit na kanyang suot.","Mas palangga ni Jacob si Jose sang sa iban niya nga mga anak, tungod kay tigulang na siya sang natawo si Jose. Gani ginpatahian niya si Jose sang matahom kag malaba nga bayo."
Genesis,37,4,Nakita ng kanyang mga kapatid na siya'y minahal ng kanilang ama nang higit kaysa lahat niyang mga kapatid; at siya'y kinapootan nila at hindi sila nakipag-usap nang payapa sa kanya.,"Pero pagkakita sang mga utod ni Jose nga mas palangga siya sang ila amay sang sa ila, naakig sila kay Jose kag ginhambalan nila siya sang masakit nga mga sugilanon."
Genesis,37,5,"Minsan ay nanaginip si Jose at nang isalaysay niya ito sa kanyang mga kapatid, lalo pa silang napoot sa kanya.","Karon nagdamgo si Jose. Sang pagsugid niya sang iya damgo sa iya mga utod, naakig pa gid sila tapat sa iya."
Genesis,37,6,"Sinabi niya sa kanila, “Pakinggan ninyo ngayon itong aking napanaginip.","Kay amo ini ang ginsugid niya, “Nagdamgo ako"
Genesis,37,7,"Tayo'y nagtatali ng mga bigkis ng trigo sa bukid, nang tumayo ang aking bigkis at tumindig nang matuwid. At ang inyong mga bigkis ay pumalibot at yumuko sa aking bigkis.”","nga samtang didto kita sa uma nga nagapamugkos sang mga uhay, hinali lang nga nagtindog ang akon binugkos kag ginpalibutan sang inyo mga binugkos nga nagasaludo.”"
Genesis,37,8,"Sinabi sa kanya ng kanyang mga kapatid, “Maghahari ka ba sa amin o mamamahala sa amin?” At lalo pa silang napoot sa kanya dahil sa kanyang mga panaginip at mga salita.","Nagsiling ang iya mga utod, “Ano? Mangin hari ka kag magapangulo sa amon?” Gani naakig pa gid sila kay Jose."
Genesis,37,9,"Nagkaroon pa siya ng ibang panaginip at isinalaysay sa kanyang mga kapatid, at sinabi, “Ako'y nagkaroon ng isa pang panaginip: ang araw, ang buwan, at ang labing-isang bituin ay yumuko sa akin.”","Nagdamgo liwat si Jose kag ginsugid naman niya sa iya mga utod. Siling niya, “Nagdamgo naman ako nga nakita ko ang adlaw, ang bulan, kag ang onse ka bituon nga nagasaludo sa akon.”"
Genesis,37,10,"Subalit nang kanyang isalaysay ito sa kanyang ama at mga kapatid, siya ay pinagalitan ng kanyang ama, at sinabi sa kanya, “Ano itong iyong napanaginip? Tunay bang ako, ang iyong ina, at ang iyong mga kapatid ay yuyukod sa lupa sa harap mo?”","Ginsugid man ni Jose ang iya damgo sa iya amay pero naakig man ang iya amay sa iya. Siling niya, “Ano ang buot mo silingon? Nga kami sang imo iloy kag sang imo mga utod magasaludo sa imo?”"
Genesis,37,11,"At ang kanyang mga kapatid ay nainggit sa kanya, subalit pinag-isipan ng kanyang ama ang bagay na iyon. Si Jose ay Ipinagbili at Dinala sa Ehipto","Nahisa ang mga utod ni Jose sa iya, pero si Jacob iya gintago lang niya ini nga butang sa iya tagipusuon. Ginbaligya si Jose sang Iya mga Utod"
Genesis,37,12,Umalis ang kanyang mga kapatid upang pastulin ang kawan ng kanilang ama sa Shekem.,"Isa sadto ka adlaw, nagkadto ang mga utod ni Jose sa Shekem agod magbantay sang mga sapat sang ila amay. 13-14 Karon, nagsiling si Jacob kay Jose, “Ang imo mga utod didto sa Shekem nga nagabantay sang mga sapat. Magkadto ka didto kag tan-awon mo kon bala maayo man ang kahimtangan sang imo mga utod kag sang mga sapat. Balik ka dayon kag sugiri ako.” Nagsabat si Jose, “Huo, tay.” Gani halin sa Kapatagan sang Hebron, nagkadto si Jose sa Shekem. 15 Sang didto na siya nga nagalibot-libot sa latagon, may tawo nga nagpamangkot sa iya kon ano ang iya ginapangita. 16 Nagsabat siya, “Ginapangita ko ang akon mga utod. Nakahibalo ka bala kon diin sila nagapahalab?” 17 Nagsiling ang tawo, “Wala na sila diri. Nabatian ko nga makadto kuno sila sa Dotan.” Gani nag-apas si Jose kag nakita niya sila didto sa Dotan. 18 Malayo pa si Jose nakita na siya sang iya mga utod. Kag sa wala pa siya makaabot, ginplanohan na nila nga patyon siya. 19 Siling nila, “Ara na ang paladamgo. 20 Dali, patyon ta siya kag ihulog dayon sa isa sining mga buho nga pulunduhan sang tubig. Silingon lang naton nga ginpatay siya sang mabangis nga sapat. Kag tan-awon ta abi kon matuman ang iya mga damgo.” 21 Pero pagkabati ni Reuben sang ila plano, gintinguhaan niya nga luwason si Jose. Siling niya, “Indi lang naton siya pagpatyon. 22 Ihulog lang ninyo siya sa buho diri sa kamingawan, pero indi gid ninyo siya pagpatyon.” Ginsiling ato ni Reuben tungod kay plano na niya nga luwason si Jose kag ibalik sa ila amay. 23 Gani pag-abot ni Jose, gin-ubahan nila siya sadtong iya bayo nga matahom kag malaba, 24 kag ginhulog sa buho nga pulunduhan sang tubig. Pero wala sadto sang tubig ang buho. 25 Samtang nagakaon sila, may nalantawan sila nga mga negosyante nga Ishmaelinhon nga naghalin sa Gilead. Ang ila mga kamelyo may karga nga mga panakot, bulong, kag pahamot nga dal-on sa Egipto. 26 Nagsiling si Juda sa iya mga utod, “Ano bala ang aton makuha kon patyon ta ang aton utod kag tago-taguon ang iya kamatayon? 27 Ang maayo pa siguro ibaligya naton siya sa sinang mga Ishmaelinhon. Indi naton siya pagpatyon kay utod naton siya.” Nagsugot ang mga utod ni Juda sa iya. 28 Gani pag-agi sang mga negosyante nga Ishmaelinhon, nga ang ila tribo Midianhon, ginbatak nila si Jose halin sa buho kag ginbaligya nila siya sa kantidad nga 20 ka bilog nga pilak. Kag gindala si Jose sang mga Ishmaelinhon sa Egipto. 29 Sang pagbalik ni Reuben sa buho wala na didto si Jose, gani gin-gisi niya ang iya bayo sa kasubo . 30 Dayon nagbalik siya sa iya mga utod kag nagsiling, “Wala na didto ang aton manghod. Paano na ako makapauli karon didto kay tatay ?” 31 Nagpatay sila sang kanding kag gintusmog nila sa dugo ang bayo ni Jose. 32 Dayon gindala nila ang bayo ni Jose sa ila amay kag nagsiling, “Nakita namon ini. Tan-awa abi kon kay Jose ini ukon indi.” 33 Nakilala dayon ni Jacob ang bayo. Siling niya, “Iya ina! Ginpatay siya sang mabangis nga sapat! Sigurado gid nga ginus-ab siya sang sapat.” 34 Gin-gisi dayon ni Jacob ang iya bayo kag nagsuksok sang sako sa pagpakita sang iya pagpangasubo . Pila gid ka adlaw ang iya pagpangasubo para iya anak. 35 Gin-uloulohan siya sang tanan niya nga mga anak pero sige gid gihapon ang iya pangasubo. Siling niya, “Pabay-i lang bala ninyo ako! Mapatay ako nga nagapangasubo tungod sa pagkapatay sang akon anak.” Kag padayon ang iya paghibi tungod kay Jose. 36 Karon didto sa Egipto, ginbaligya sang mga Midianhon si Jose kay Potifar nga isa sa mga opisyal sang hari sang Egipto. Kapitan siya sang mga guwardya sa palasyo."
Genesis,38,1,"Nang panahong iyon, lumusong si Juda papalayo sa kanyang mga kapatid, at tumira malapit sa isang Adullamita na ang pangalan ay Hira.","Sa amo man nga tion, nagbulag si Juda sa iya mga utod kag didto siya nag-estar upod kay Hira nga taga-Adulam."
Genesis,38,2,Doon ay nakita ni Juda ang anak na babae ng isang Cananeo na tinatawag na Shua. Siya ay naging asawa niya at kanyang sinipingan.,Didto nakilala ni Juda ang anak ni Shua nga taga-Canaan kag ginpangasawa niya ini.
Genesis,38,3,Siya ay naglihi at nanganak ng lalaki; at tinawag niya ang kanyang pangalan na Er.,Sang ulihi nagbusong siya kag nagbata sing lalaki kag gin-ngalanan ini ni Juda nga Er.
Genesis,38,4,"At naglihi uli, at nanganak ng lalaki; at tinawag niya ang kanyang pangalan na Onan.",Nagbusong siya liwat kag nagbata sing lalaki kag gin-ngalanan niya nga Onan.
Genesis,38,5,Muling naglihi at nanganak ng lalaki; at tinawag niya ang kanyang pangalan na Shela; at si Juda ay nasa Chezib nang siya'y manganak.,Nagbusong pa gid siya kag nagbata sing lalaki kag gin-ngalanan niya nga Shela. Natawo si Shela sa Kezib.
Genesis,38,6,"Pinapag-asawa ni Juda si Er na kanyang panganay, at ang pangalan niyon ay Tamar.",Ginpaasawa ni Juda ang iya kamagulangan nga anak nga si Er sa babayi nga ang ngalan si Tamar.
Genesis,38,7,Subalit si Er na panganay ni Juda ay naging masama sa paningin ng Panginoon ; at siya'y pinatay ng Panginoon .,"Pero si Er malaot sa panulok sang Ginoo , gani ginpatay niya siya."
Genesis,38,8,"Kaya't sinabi ni Juda kay Onan, “Pumunta ka sa asawa ng iyong kapatid, at pakasalan mo siya, at ipagbangon mo ng lahi ang iyong kapatid.”","Gani nagsiling si Juda kay Onan, “Pangasaw-a ang imo bayaw kay katungdanan mo ina bilang utod sang iya bana nga napatay, agod paagi sa imo may kaliwat man ang imo utod.”"
Genesis,38,9,"Subalit yamang nalalaman ni Onan na hindi magiging kanya ang anak, tuwing sisiping siya sa asawa ng kanyang kapatid, itinatapon niya sa lupa ang kanyang binhi upang huwag niyang mabigyan ng anak ang kanyang kapatid.","Nakahibalo si Onan nga ang mangin anak nila ni Tamar indi pagkabigon nga iya kaugalingon nga kaliwat. Gani kada maghulid sila ni Tamar, wala niya ginapasulod ang iya semilya agod indi siya makabata para sa iya utod."
Genesis,38,10,"Ang bagay na ginawa niya ay masama sa paningin ng Panginoon , kaya't siya rin ay pinatay niya.","Malain ang ginhimo ni Onan sa panulok sang Ginoo , gani ginpatay man niya siya."
Genesis,38,11,"Nang magkagayo'y sinabi ni Juda kay Tamar na kanyang manugang na babae, “Mabuhay kang isang balo sa bahay ng iyong ama, hanggang sa lumaki si Shela na aking anak,” sapagkat natakot siya na baka ito rin ay mamatay gaya ng kanyang mga kapatid. At humayo si Tamar at nanirahan sa bahay ng kanyang ama.","Nagsiling dayon si Juda kay Tamar nga iya umagad, “Pauli ka anay sa imo amay, kag indi ka magpamana hasta nga magsoltero na si Shela.” Ginsiling ato ni Juda kay nahadlok siya nga basi mapatay man si Shela pareho sa iya mga utod. Gani nagpauli anay si Tamar sa iya amay."
Genesis,38,12,"Sa pagdaan ng maraming araw, namatay ang anak na babae ni Shua na asawa ni Juda. Nang tapos na ang pagluluksa ni Juda, siya at ang kanyang kaibigang si Hira na Adullamita ay umahon sa Timna sa mga manggugupit ng kanyang mga tupa.","Sang ulihi, napatay ang asawa ni Juda. Pagkatapos sang iya pagpangasubo, nagkadto siya sa mga manuggunting sang iya mga karnero didto sa Timnah. Kaupod niya nga nagkadto didto ang iya amigo nga si Hira nga taga-Adulam."
Genesis,38,13,"Nang ibalita kay Tamar na “Ang iyong biyenang lalaki ay umaahon sa Timna upang pagupitan ang kanyang mga tupa,”",May nagsugid kay Tamar nga ang iya ugangan makadto sa Timnah agod guntingan didto ang iya mga karnero.
Genesis,38,14,"siya'y nagpalit ng kasuotan ng balo, tinakpan ang sarili ng isang belo, nagbalatkayo at naupo sa pasukan ng Enaim na nasa daan ng Timna. Kanyang nakikita na si Shela ay malaki na ngunit hindi ibinibigay sa kanya bilang asawa.","Pagkabati sadto ni Tamar, gin-ilisan niya ang iya bayo nga pangbalo, kag gintabunan niya sang belo ang iya guya. Nagpungko dayon siya sa may puwertahan sang banwa sang Enaim, sa higad sang dalan nga pakadto sa Timnah. Plano niya nga dayaan si Juda tungod kay natalupangdan niya nga wala gihapon siya ginpaasawa kay Shela bisan soltero na si Shela. 15-16 Pagkakita ni Juda kay Tamar, wala niya siya nakilal-i nga iya umagad kay may tabon ang iya guya. Abi niya isa siya ka babayi nga nagabaligya sang iya lawas. Gani nagpalapit siya sa iya sa higad sang dalan kag nagsiling, “Dali, mahulid kita.” Nagsabat si Tamar, “Ano ang ibayad mo sa akon sa paghulid sa imo?” 17 Nagsiling si Juda, “Hatagan ko ikaw sang kanding halin sa akon kasapatan.” Nagsabat si Tamar, “Masugot ako kon may ihatag ka sa akon nga kasiguruhan hasta mapadala mo na ang kanding.” 18-19 Nagpamangkot si Juda, “Ano nga kasiguruhan ang gusto mo?” Nagsabat si Tamar, “Ihatag sa akon ang imo pangmarka kag ang iya higot nga ginakulintas mo , pati ang imo baston.” Gani ginhatag ato ni Juda kag nagpakighilawas siya kay Tamar. Pagkatapos sadto nagpauli si Tamar, kag ginkuha niya ang tabon sa iya guya kag ginsuksok liwat ang bayo nga pangbalo. Sang ulihi nagbusong siya. 20 Wala madugay, ginpadul-ong ni Juda ang kanding sa iya amigo nga si Hira nga taga-Adulam agod kuhaon ang mga butang nga iya ginhatag sa babayi bilang kasiguruhan, pero wala niya siya makita. 21 Nagpamangkot si Hira sa mga taga-Enaim kon diin na ang babayi nga nagabaligya sang iya lawas, nga didto nagapungko sa higad sang dalan. Pero nagsabat ang mga tawo, “Wala man diri sing babayi nga nagabaligya sang iya lawas.” 22 Gani nagbalik si Hira kay Juda kag nagsiling, “Wala ko siya makita. Kag siling sang mga tawo wala man kuno didto sing babayi nga nagabaligya sang iya lawas.” 23 Nagsiling si Juda, “Pabay-i na lang atong akon mga butang sa iya, kay basi kadlawan pa kita sang mga tawo nga sige kita pangita sang wala . Kon sa bagay, ginpadul-ungan ko man siya sining kanding pero wala mo siya makita didto.” 24 Pagkaligad sang tatlo ka bulan, ginsugiran si Juda nga ang iya umagad nga si Tamar nagbaligya sang iya lawas kag nagabusong na gani. Gani nagsiling si Juda, “Dal-a ninyo siya sa guwa sang banwa kag sunugon.” 25 Pero sang ginadala na si Tamar, may ginsugo siya kay Juda sa pagsiling, “Ari ang pangmarka kag ang iya higot, pati ang baston. Ang tag-iya sini amo ang amay sang akon ginabusong. Pangilalaha abi kon kay sin-o ini.” 26 Kilala ni Juda nga iya ato nga mga butang, gani nagsiling siya, “Wala siya sing sala. Ako ang nakasala kay wala ko siya ginpaasawa sa akon anak nga si Shela.” Wala na liwat naghulid si Juda kay Tamar. 27 Sang manugbata na si Tamar, nasapwan nga ang iya ginabusong kapid. 28 Sang ginasakitan na siya, nagguwa ang kamot sang isa ka bata. Ginhigtan ini sang paltera sang higot nga pula agod mahibaluan nga siya ang una nga natawo. 29 Pero ginpasulod sang bata ang iya kamot kag ang iya kapid amo ang una nga nagguwa. Nagsiling ang paltera, “Naghingagaw ka gid guwa.” Gani gin-ngalanan ang bata nga Perez. 30 Dayon nagguwa man ang iya kapid nga may higot nga pula sa iya kamot. Gin-ngalanan siya nga Zera."
Genesis,39,1,"Noon ay dinala si Jose sa Ehipto, at binili siya ni Potifar sa mga Ismaelita na nagdala sa kanya roon. Si Potifar ay pinuno ni Faraon, na kapitan ng bantay at isang taga-Ehipto.","Karon, sang nadala na si Jose sang mga Ishmaelinhon sa Egipto, ginbaligya siya kay Potifar nga isa sa mga opisyal sang hari sang Egipto. (Si Potifar kapitan sang mga guwardya sa palasyo.)"
Genesis,39,2,"Ang Panginoon ay naging kasama ni Jose, at siya'y naging lalaking maunlad. Siya'y nasa bahay ng kanyang among taga-Ehipto.",Gin-ubayan gid sang Ginoo si Jose gani nagmainuswagon siya. Didto siya nag-estar sa balay sang iya agalon nga Egiptohanon nga si Potifar .
Genesis,39,3,"Nakita ng kanyang amo na ang Panginoon ay kasama niya, at ang lahat ng ginagawa ni Jose ay umuunlad sa kanyang kamay.","Nakita ni Potifar nga ginaubayan gid sang Ginoo si Jose kag ginapakamaayo sa tanan niya nga ginahimo,"
Genesis,39,4,Kaya't nakatagpo si Jose ng biyaya sa paningin niya at ginawa niyang kanyang katulong. Ipinamahala niya kay Jose ang bahay niya at ang lahat niyang pag-aari ay inilagay sa kanyang pangangasiwa.,gani nahulog ang iya buot kay Jose. Ginhimo niya siya nga iya kaugalingon nga kabulig kag manugdumala sang iya panimalay kag sang tanan niya nga pagkabutang.
Genesis,39,5,"Mula nang panahon na si Jose ay pamahalain sa kanyang bahay at sa lahat ng kanyang pag-aari, pinagpala ng Panginoon ang bahay ng taga-Ehipto. Ang pagpapala ng Panginoon ay dumating sa lahat ng kanyang pag-aari, sa bahay at sa parang.","Halin sang tion nga si Jose ang nagadumala, ginbendisyunan sang Ginoo ang panimalay ni Potifar nga Egiptohanon kag ang tanan niya nga pagkabutang sa iya balay kag kaumahan. Ginhimo ini sang Ginoo tungod kay Jose."
Genesis,39,6,"Kaya't ipinamahala niya ang lahat niyang pag-aari sa kamay ni Jose, at hindi siya nakikialam sa anumang bagay maliban sa tinapay na kanyang kinakain. Si Jose ay matipuno at makisig na lalaki.",Gintugyan ni Potifar ang tanan kay Jose kag wala na siya sing iban nga ginaintiendi kundi ang iya lang nga pagkaon. Guwapo si Jose kag mabukod ang lawas.
Genesis,39,7,"Pagkatapos ng mga bagay na ito, tinitigan si Jose ng asawa ng kanyang panginoon at sinabi, “Sipingan mo ako.”","Sang ulihi, naluyag sa iya ang asawa sang iya agalon. Ginhagad niya si Jose nga maghulid sa iya."
Genesis,39,8,"Subalit siya'y tumanggi at sinabi niya sa asawa ng kanyang panginoon, “Tingnan mo, ang aking panginoon ay hindi nakikialam sa akin tungkol sa anumang bagay na nasa bahay, at lahat ng kanyang pag-aari ay ipinamahala sa aking kamay.","Pero nagbalibad si Jose. Siling niya sa babayi, “Pamati bala! Gintugyan sa akon sang akon agalon ang tanan niya nga pagkabutang, gani wala na siya nagapalibog sa mga butang diri sa iya panimalay."
Genesis,39,9,"Walang sinumang dakila kaysa akin sa bahay na ito; walang anumang bagay ang ipinagkait sa akin, maliban sa iyo, sapagkat ikaw ay kanyang asawa. Paano ngang magagawa ko itong malaking kasamaan at kasalanan laban sa Diyos?”",Wala na sing may maglabaw pa sa akon sa sining panimalay. Gintugyan niya sa akon ang tanan magluwas lang sa imo tungod kay asawa niya ikaw. Gani indi ko mahimo nga traiduran ang akon agalon kag magpakasala sa Dios.”
Genesis,39,10,"Kahit nakikiusap siya kay Jose araw-araw, ay hindi siya pumayag na siya'y sumiping o makisama sa kanya.","Bisan adlaw-adlaw ang paghagad sang babayi kay Jose nga maghulid sa iya, wala gid siya magsugot."
Genesis,39,11,"Subalit isang araw, nang siya'y pumasok sa bahay upang gawin ang kanyang gawain at walang sinumang tao sa bahay,","Isa sadto ka adlaw, nagsulod si Jose sa balay agod mag-obra. Natabuan nga wala gid sing bisan isa nga suluguon didto sa sulod sang balay."
Genesis,39,12,"siya'y pinigilan niya sa pamamagitan ng kanyang suot, na sinasabi, “Sipingan mo ako!” Subalit naiwan ni Jose ang kanyang suot sa kamay niya, at siya'y tumakas papalabas ng bahay.","Karon, ginhawiran siya sa bayo sang asawa sang iya agalon kag ginsilingan, “Hulid ka sa akon.” Pero nagdalagan si Jose paguwa sa balay, kag nabilin ang iya bayo sa babayi."
Genesis,39,13,"Nang makita niyang naiwan ang kanyang suot sa kamay niya at tumakas sa labas ng bahay,","Sang makita sang babayi nga nagguwa si Jose kag nahawiran niya ang iya bayo,"
Genesis,39,14,"siya'y tumawag ng mga tao sa kanyang bahay, at sinabi sa kanila, “Tingnan ninyo, ang aking asawa ay nagdala sa atin ng isang Hebreo upang tayo'y tuyain. Pinasok niya ako upang ako'y sipingan, at ako'y nagsisigaw nang malakas.","gintawag niya ang iya mga suluguon kag nagsiling, “Tan-awa bala ninyo ini! Gindal-an kita diri sang akon bana sing Hebreo agod pakahuy-an kita. Abi ninyo, nagsulod siya sa akon kuwarto agod luguson ako, pero nagsinggit ako."
Genesis,39,15,"Nang marinig niyang ako'y nagtaas ng tinig at nagsisigaw, naiwan niya ang kanyang suot sa aking tabi at tumakas, at lumabas ng bahay.”","Gani nagdalagan siya paguwa, kag nabilin niya ang iya bayo.”"
Genesis,39,16,Pagkatapos ay iningatan niya ang kasuotan ni Jose hanggang sa pagdating ng kanyang amo sa kanyang bahay.,Gintago sang babayi ang bayo ni Jose hasta nga nag-abot ang iya bana.
Genesis,39,17,"Sinabi niya sa kanya ang mga salita ring ito, na sinasabi, “Pinasok ako ng aliping Hebreo na iyong dinala sa atin, upang tuyain ako.","Nanugid siya dayon sa iya bana. Siling niya, “Ang Hebreo nga suluguon nga gindala mo diri luyag niya ako pakahuy-an tungod kay nagsulod siya sa akon kuwarto agod luguson ako ."
Genesis,39,18,"Nang nagtaas ako ng aking tinig at ako'y nagsisigaw, kanyang naiwan ang suot niya sa aking tabi at tumakas na papalabas.”","Pero sang nagsinggit ako nagdalagan siya paguwa, kag nabilin pa gani ang iya bayo.”"
Genesis,39,19,"Nang marinig ng kanyang amo ang mga sinabi ng kanyang asawa, na sinasabi, “Ganito ang ginawa sa akin ng iyong alipin;” ay nag-alab ang kanyang galit. Si Jose ay Ibinilanggo","Pagkabati ni Potifar sa ginsugid sang iya asawa parte sa ginhimo ni Jose, naakig gid siya."
Genesis,39,20,"Kinuha si Jose ng kanyang panginoon at inilagay sa bilangguan, sa lugar na pinagkukulungan ng mga bilanggo ng hari.","Gani ginpadakop niya si Jose kag ginsulod sa prisohan sang mga priso sang hari. Pero bisan didto si Jose sa prisohan,"
Genesis,39,21,"Subalit kasama ni Jose ang Panginoon at nagpakita sa kanya ng tapat na pag-ibig, at pinagkalooban siya ng biyaya sa paningin ng bantay sa bilangguan.","gin-ubayan gihapon siya sang Ginoo . Kag tungod sa kaayo sang Ginoo , nahulog ang buot sang manugdumala sang prisohan kay Jose."
Genesis,39,22,Ipinamahala ng bantay sa bilangguan sa pangangalaga ni Jose ang lahat na mga bilanggo na nasa bilangguan; at anumang ginagawa nila roon ay siya ang gumagawa.,Gani gintugyan niya kay Jose ang pagdumala sa tanan nga priso kag sa tanan nga buluhaton sa prisohan.
Genesis,39,23,Hindi pinakialaman ng bantay sa bilangguan ang anumang bagay na nasa pamamahala ni Jose sapagkat ang Panginoon ay kasama niya. Anumang kanyang ginagawa ay pinagpapala ng Panginoon .,"Wala na nagapalibog ang manugdumala sang prisohan sa mga butang nga gintugyan niya kay Jose, kay ginaubayan sang Ginoo si Jose kag ginapakamaayo sa tanan niya nga ginahimo."
Genesis,40,1,"Pagkatapos ng mga bagay na ito, ang katiwala ng kopa ng hari at ang kanyang panadero ay nagkasala laban sa kanilang panginoon na hari ng Ehipto.",Natabo sang ulihi nga ang pangulo sang mga manugserbi sang ilimnon sang hari sang Egipto kag ang pangulo sang iya mga manugluto sang tinapay nakasala sa iya.
Genesis,40,2,"Nagalit ang Faraon laban sa kanyang dalawang tagapamahala, sa puno ng mga katiwala ng kopa at sa puno ng mga panadero.",Naakig gid ang hari sa sining duha niya ka opisyal.
